sampleID,lineage,siteID,spiroplasmgencovepercent,infectiostatus,gender,latitude,longitude
YMW18-005,riversi,ZB_Conness,93.7942,1,f,37.94329,-119.28616
YMW18-006,riversi,ZB_Conness,11.7552,0,f,37.94329,-119.28616
YMW18-007,riversi,ZB_Conness,8.4605,0,f,37.94329,-119.28616
YMW18-008,riversi,ZB_Conness,14.432,0,f,37.94329,-119.28616
YMW18-010,riversi,ZB_Conness,79.3663,1,m,37.94329,-119.28616
YMW18-011,riversi,ZB_Conness,96.7711,1,f,37.94329,-119.28616
YMW18-015,riversi,ZB_Conness,3.9391,0,f,37.94329,-119.28616
YMW18-016,riversi,ZB_Conness,95.4037,1,f,37.94329,-119.28616
YMW18-017,riversi,ZB_Conness,94.0887,1,f,37.94329,-119.28616
YMW18-018,riversi,ZB_Conness,6.7807,0,m,37.94329,-119.28616
YMW18-020,riversi,ZB_Conness,8.166,0,f,37.94329,-119.28616
YMW18-021,riversi,ZB_Conness,12.6686,0,f,37.94329,-119.28616
YMW18-023,riversi,ZB_Conness,11.0114,0,f,37.94329,-119.28616
YMW18-024,riversi,ZB_Conness,96.2804,1,f,37.94329,-119.28616
YMW18-028,riversi,ZB_Conness,97.1225,1,f,37.94329,-119.28616
YMW18-097,riversi,ZB_Conness,97.3823,1,?,37.94329,-119.28616
